COD_INE,ID_REL,COD_GEO,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,SUPERFICIE,PERIMETRO,COD_INE_CAPITAL,CAPITAL,POBLACION_CAPITAL,HOJA_MTN25_ETRS89,LONGITUD_ETRS89,LATITUD_ETRS89,ORIGENCOOR,ALTITUD,ORIGENALTITUD
"22055000000","1220553","22204","22","Huesca","Berbegal",357,4.9031019999999999e+03,4.1252000000000000e+04,"22055000101","Berbegal","357","0325-2",-2.8267600000000002e-03,4.1961043080000003e+01,"Mapa",5.1900000000000000e+02,"MDT5"
"22057000000","1220572","22208","22","Huesca","Bielsa",473,2.0241393800000002e+04,7.5502000000000000e+04,"22057000101","Bielsa","313","0179-1",2.1880551000000001e-01,4.2634792169999997e+01,"Mapa",1.0240000000000000e+03,"MDT5"
"22058000000","1220588","22212","22","Huesca","Bierge",242,1.4502896000000001e+04,6.9970000000000000e+04,"22058000201","Bierge","136","0287-1",-8.3018739999999994e-02,4.2162191929999999e+01,"Mapa",5.9500000000000000e+02,"MDT5"
"22059000000","1220591","22216","22","Huesca","Biescas",1480,1.8909245200000001e+04,9.7189000000000000e+04,"22059000401","Biescas","1117","0177-2",-3.2447488000000002e-01,4.2629056700000000e+01,"Mapa",8.6000000000000000e+02,"MDT5"
"22060000000","1220605","22220","22","Huesca","Binaced",1524,7.8489445999999998e+03,4.9029000000000000e+04,"22060000101","Binaced","1348","0358-1",2.0105813000000000e-01,4.1826706469999998e+01,"Mapa",2.7700000000000000e+02,"MDT5"
"22061000000","1220612","22224","22","Huesca","Binéfar",9391,2.5095590999999999e+03,2.5605000000000000e+04,"22061000101","Binéfar","9147","0326-3",2.9344510000000001e-01,4.1852994039999999e+01,"Mapa",2.8300000000000000e+02,"MDT5"
"22062000000","1220627","22228","22","Huesca","Bisaurri",180,6.3193509000000004e+03,4.3082000000000000e+04,"22062000201","Bisaurri","66","0213-1",5.0755384999999997e-01,4.2496260260000000e+01,"Mapa",1.1110000000000000e+03,"MDT5"
"22063000000","1220633","22232","22","Huesca","Biscarrués",192,3.0176329000000001e+03,3.5988000000000000e+04,"22063000101","Biscarrués","166","0247-3",-7.5202053000000002e-01,4.2228480779999998e+01,"Mapa",4.7200000000000000e+02,"MDT5"
"22064000000","1220648","22236","22","Huesca","Blecua y Torres",182,3.6204191999999998e+03,3.2557000000000000e+04,"22064000101","Blecua","78","0286-4",-1.8703354999999999e-01,4.2056881030000000e+01,"Mapa",4.6700000000000000e+02,"MDT5"
"22089000000","1220895","22324","22","Huesca","Castillonroy",321,3.7578245999999999e+03,3.2262000000000000e+04,"22089000101","Castillonroy","315","0327-3",5.1393591999999999e-01,4.1884548559999999e+01,"Mapa",4.5700000000000000e+02,"MDT5"
"22090000000","1220909","22328","22","Huesca","Colungo",118,4.0642208000000001e+03,2.9381000000000000e+04,"22090000201","Colungo","111","0249-4",6.3417909999999994e-02,4.2172488119999997e+01,"Mapa",6.0600000000000000e+02,"MDT5"
"22094000000","1220942","22340","22","Huesca","Chalamera",111,1.1498425999999999e+03,1.6513000000000000e+04,"22094000101","Chalamera","104","0387-1",1.6187562999999999e-01,4.1665757100000000e+01,"Mapa",1.9500000000000000e+02,"MDT5"
"22095000000","1220955","22344","22","Huesca","Chía",87,2.6101972999999998e+03,2.6903000000000000e+04,"22095000101","Chía","87","0179-4",4.6446525999999999e-01,4.2521852760000002e+01,"Mapa",1.2230000000000000e+03,"MDT5"
"22096000000","1220968","22348","22","Huesca","Chimillas",389,1.0041554000000000e+03,2.2143000000000000e+04,"22096000101","Chimillas","380","0248-3",-4.5084107000000001e-01,4.2170567380000001e+01,"Mapa",5.2000000000000000e+02,"MDT5"
"22099000000","1220993","22352","22","Huesca","Esplús",581,7.3004250000000002e+03,4.7598000000000000e+04,"22099000101","Esplús","525","0358-1",2.7475506999999999e-01,4.1798391039999998e+01,"Mapa",2.7700000000000000e+02,"MDT5"
"22102000000","1221029","22356","22","Huesca","Estada",202,1.5874683000000000e+03,2.2209000000000000e+04,"22102000101","Estada","202","0288-3",2.3348884000000000e-01,4.2072273819999999e+01,"Mapa",3.9700000000000000e+02,"MDT5"
"22103000000","1221035","22360","22","Huesca","Estadilla",814,5.0393190999999997e+03,3.6234000000000000e+04,"22103000101","Estadilla","793","0288-3",2.4364967000000001e-01,4.2057569479999998e+01,"Mapa",4.5400000000000000e+02,"MDT5"
"22105000000","1221053","22364","22","Huesca","Estopiñán del Castillo",132,8.8713536000000004e+03,6.6355000000000000e+04,"22105000201","Estopiñán del Castillo","111","0327-1",5.4285026999999997e-01,4.1995960490000002e+01,"Mapa",7.1800000000000000e+02,"MDT5"
"22106000000","1221066","22368","22","Huesca","Fago",27,2.8756900000000001e+03,2.7232000000000000e+04,"22106000101","Fago","27","0143-4",-8.6481074000000002e-01,4.2734312680000002e+01,"Mapa",8.9700000000000000e+02,"MDT5"
"22107000000","1221072","22372","22","Huesca","Fanlo",102,1.8710425100000000e+04,9.1761000000000000e+04,"22107000301","Fanlo","30","0178-2",-1.9308630000000000e-02,4.2587135930000002e+01,"Mapa",1.3360000000000000e+03,"MDT5"
"22109000000","1221091","22376","22","Huesca","Fiscal",323,1.7006428100000001e+04,7.3696000000000000e+04,"22109000401","Fiscal","176","0211-1",-1.2038129000000000e-01,4.2495812049999998e+01,"Mapa",7.6600000000000000e+02,"MDT5"
"22110000000","1221105","22380","22","Huesca","Fonz",902,5.1858468999999996e+03,3.5273000000000000e+04,"22110000201","Fonz","774","0288-3",2.5757679000000000e-01,4.2011362920000003e+01,"Mapa",4.8000000000000000e+02,"MDT5"
"22111000000","1221112","22384","22","Huesca","Foradada del Toscar",178,1.0624559400000000e+04,6.8700000000000000e+04,"22111000401","Foradada del Toscar","30","0212-4",3.5060089000000000e-01,4.2409900090000001e+01,"Mapa",9.7800000000000000e+02,"MDT5"
"22112000000","1221127","22388","22","Huesca","Fraga",15024,4.3780809999999998e+04,1.3617800000000000e+05,"22112000101","Fraga","14220","0387-4",3.4897430000000002e-01,4.1522211489999997e+01,"Mapa",1.2500000000000000e+02,"MDT5"
"22113000000","1221133","22392","22","Huesca","La Fueva",608,2.1884868900000001e+04,1.1370500000000000e+05,"22113002101","Tierrantona","111","0212-3",2.7252753000000002e-01,4.2370345880000002e+01,"Mapa",6.3600000000000000e+02,"MDT5"
"22114000000","1221148","22394","22","Huesca","Gistaín",142,7.5896607000000004e+03,5.3919000000000000e+04,"22114000101","Gistaín","141","0179-2",3.3368793000000002e-01,4.2590752559999999e+01,"Mapa",1.4130000000000000e+03,"MDT5"
"22115000000","1221151","22396","22","Huesca","El Grado",422,6.3773622999999998e+03,4.7670000000000000e+04,"22115000401","El Grado","255","0288-1",2.2353060999999999e-01,4.2151469239999997e+01,"Mapa",4.7200000000000000e+02,"MDT5"
"22116000000","1221164","22400","22","Huesca","Grañén",1748,1.2397896199999999e+04,6.9239000000000000e+04,"22116000401","Grañén","1200","0324-1",-3.6971300000000001e-01,4.1941695009999997e+01,"Mapa",3.3700000000000000e+02,"MDT5"
"22117000000","1221170","22404","22","Huesca","Graus",3334,2.9978563300000002e+04,1.3328500000000000e+05,"22117000801","Graus","2688","0250-4",3.3439454000000002e-01,4.2187554810000002e+01,"Mapa",5.4200000000000000e+02,"MDT5"
"22119000000","1221199","22408","22","Huesca","Gurrea de Gállego",1483,1.9197250499999998e+04,7.3860000000000000e+04,"22119000301","Gurrea de Gállego","929","0285-3",-7.6170926999999999e-01,4.2012640859999998e+01,"Mapa",3.4100000000000000e+02,"MDT5"
"22155000000","1221552","22508","22","Huesca","Monesma y Cajigar",77,6.2597685000000001e+03,4.2110000000000000e+04,"22155000101","Cajigar","18","0251-3",6.1645888000000004e-01,4.2223410940000001e+01,"Mapa",1.0630000000000000e+03,"MDT5"
"22156000000","1221565","22512","22","Huesca","Monflorite-Lascasas",379,2.9164411000000000e+03,2.7497000000000000e+04,"22156000301","Monflorite","310","0286-1",-3.5666500000000001e-01,4.2094246890000001e+01,"Mapa",4.3500000000000000e+02,"MDT5"
"22157000000","1221571","22516","22","Huesca","Montanuy",220,1.7419512800000000e+04,8.1069000000000000e+04,"22157001201","Montanuy","35","0213-2",6.9475456000000002e-01,4.2465771150000002e+01,"Mapa",1.2130000000000000e+03,"MDT5"
"22158000000","1221587","22520","22","Huesca","Monzón",17166,1.5502247600000001e+04,7.9819000000000000e+04,"22158000301","Monzón","16739","0326-3",1.9464650000000000e-01,4.1910311710000002e+01,"Mapa",2.7800000000000000e+02,"MDT5"
"22160000000","1221604","22524","22","Huesca","Naval",270,4.7317547000000004e+03,3.0008000000000000e+04,"22160000101","Naval","247","0250-3",1.5082577999999999e-01,4.2192640689999998e+01,"Mapa",6.2500000000000000e+02,"MDT5"
"22162000000","1221626","22528","22","Huesca","Novales",155,2.0082179000000001e+03,2.1132000000000000e+04,"22162000101","Novales","155","0286-4",-2.8613293000000001e-01,4.2031973929999999e+01,"Mapa",4.5500000000000000e+02,"MDT5"
"22163000000","1221632","22532","22","Huesca","Nueno",537,1.4723956800000000e+04,1.1765800000000000e+05,"22163000401","Nueno","105","0248-1",-4.3992782000000002e-01,4.2266006640000001e+01,"Mapa",7.2700000000000000e+02,"MDT5"
"22164000000","1221647","22536","22","Huesca","Olvena",48,1.5891659000000000e+03,1.9435000000000000e+04,"22164000101","Olvena","48","0288-1",2.6037463000000000e-01,4.2107274840000002e+01,"Mapa",5.2800000000000000e+02,"MDT5"
"22165000000","1221650","22540","22","Huesca","Ontiñena",537,1.3695785200000000e+04,5.9287000000000000e+04,"22165000101","Ontiñena","537","0357-4",8.9175840000000006e-02,4.1676185699999998e+01,"Mapa",2.1200000000000000e+02,"MDT5"
"22167000000","1221679","22544","22","Huesca","Osso de Cinca",691,2.7655608999999999e+03,2.5280000000000000e+04,"22167000201","Osso de Cinca","579","0387-1",1.9127479999999999e-01,4.1665254869999998e+01,"Mapa",1.6500000000000000e+02,"MDT5"
"22168000000","1221685","22548","22","Huesca","Palo",26,1.4401840000000000e+03,1.9847000000000000e+04,"22168000101","Palo","26","0250-1",2.4248089000000000e-01,4.2323196449999998e+01,"Mapa",7.2700000000000000e+02,"MDT5"
"22170000000","1221702","22552","22","Huesca","Panticosa",795,9.5904794000000002e+03,5.1255000000000000e+04,"22170000201","Panticosa","717","0145-4",-2.8372586000000000e-01,4.2724132709999999e+01,"Mapa",1.1860000000000000e+03,"MDT5"
"22172000000","1221724","22556","22","Huesca","Peñalba",662,1.5669703600000001e+04,6.7670000000000000e+04,"22172000101","Peñalba","651","0414-1",-3.9446259999999997e-02,4.1500480340000003e+01,"Mapa",2.5400000000000000e+02,"MDT5"
"22173000000","1221730","22560","22","Huesca","Las Peñas de Riglos",255,2.1786990099999999e+04,1.2771900000000000e+05,"22173000501","Riglos","75","0209-3",-7.2595591999999998e-01,4.2349460129999997e+01,"Mapa",7.3900000000000000e+02,"MDT5"
"22174000000","1221745","22564","22","Huesca","Peralta de Alcofea",576,1.1613698000000000e+04,5.9774000000000000e+04,"22174000201","Peralta de Alcofea","431","0325-1",-6.6477629999999996e-02,4.1932034549999997e+01,"Mapa",3.9900000000000000e+02,"MDT5"
"22175000000","1221758","22568","22","Huesca","Peralta de Calasanz",221,1.1488213100000001e+04,5.7649000000000000e+04,"22175000401","Peralta de la Sal","133","0288-4",3.7541467000000001e-01,4.2020026999999999e+01,"Mapa",7.3800000000000000e+02,"MDT5"
"22176000000","1221761","22572","22","Huesca","Peraltilla",200,1.6196125999999999e+03,1.8148000000000000e+04,"22176000101","Peraltilla","196","0287-4",-1.7089080000000000e-02,4.2056025249999998e+01,"Mapa",4.2800000000000000e+02,"MDT5"
"22177000000","1221777","22576","22","Huesca","Perarrúa",112,3.0053287999999998e+03,3.0694000000000000e+04,"22177000201","Perarrúa","56","0250-2",3.5109823000000001e-01,4.2267683529999999e+01,"Mapa",5.1600000000000000e+02,"MDT5"
"22178000000","1221783","22580","22","Huesca","Pertusa",114,2.9365749000000001e+03,2.9117000000000000e+04,"22178000101","Pertusa","114","0287-3",-1.2748023000000000e-01,4.2002020309999999e+01,"Mapa",3.7700000000000000e+02,"MDT5"
"22181000000","1221817","22584","22","Huesca","Piracés",104,2.5152568000000001e+03,2.1894000000000000e+04,"22181000101","Piracés","104","0286-4",-3.1625846000000002e-01,4.2004729769999997e+01,"Mapa",4.5100000000000000e+02,"MDT5"
"22182000000","1221822","22588","22","Huesca","Plan",287,9.3356735000000008e+03,5.6630000000000000e+04,"22182000201","Plan","169","0179-4",3.3641901000000002e-01,4.2581856150000000e+01,"Mapa",1.1260000000000000e+03,"MDT5"
"22212000000","1222126","22680","22","Huesca","Santaliestra y San Quílez",87,2.3335401999999999e+03,2.7730000000000000e+04,"22212000101","Santaliestra y San Quílez","74","0250-2",3.6636680999999999e-01,4.2305425139999997e+01,"Mapa",5.6400000000000000e+02,"MDT5"
"22213000000","1222132","22688","22","Huesca","Sariñena",4155,2.7556562500000000e+04,9.8537000000000000e+04,"22213000602","Sariñena","3327","0357-1",-1.5766688000000001e-01,4.1790708830000000e+01,"Mapa",2.8200000000000000e+02,"MDT5"
"22214000000","1222147","22692","22","Huesca","Secastilla",150,4.7422569999999996e+03,3.0622000000000000e+04,"22214000101","Secastilla","95","0250-3",2.6600416999999998e-01,4.2181360699999999e+01,"Mapa",6.1100000000000000e+02,"MDT5"
"22215000000","1222150","22696","22","Huesca","Seira",143,6.9396876000000002e+03,4.9038000000000000e+04,"22215000301","Seira","103","0212-2",4.3340474000000001e-01,4.2477405320000003e+01,"Mapa",8.1900000000000000e+02,"MDT5"
"22217000000","1222179","22704","22","Huesca","Sena",481,1.0469053700000000e+04,7.2425000000000000e+04,"22217000101","Sena","477","0357-3",-4.3302800000000002e-02,4.1715251510000002e+01,"Mapa",2.2200000000000000e+02,"MDT5"
"22218000000","1222185","22708","22","Huesca","Senés de Alcubierre",42,2.0531237999999998e+03,1.8724000000000000e+04,"22218000101","Senés de Alcubierre","42","0324-3",-4.8846595999999998e-01,4.1907342950000000e+01,"Mapa",3.9000000000000000e+02,"MDT5"
"22220000000","1222202","22716","22","Huesca","Sesa",175,3.0837332999999999e+03,2.5562000000000000e+04,"22220000101","Sesa","175","0324-2",-2.4568857999999999e-01,4.1995969090000003e+01,"Mapa",4.5800000000000000e+02,"MDT5"
"22221000000","1222219","22720","22","Huesca","Sesué",126,5.3483090000000004e+02,1.6662000000000000e+04,"22221000101","Sesué","102","0179-4",4.7270655000000000e-01,4.2550824069999997e+01,"Mapa",9.9700000000000000e+02,"MDT5"
"22222000000","1222224","22724","22","Huesca","Siétamo",681,4.8982605000000003e+03,3.4783000000000000e+04,"22222000401","Siétamo","559","0286-2",-2.7995247000000001e-01,4.2123205900000002e+01,"Mapa",5.5800000000000000e+02,"MDT5"
"22223000000","1222230","22728","22","Huesca","Sopeira",96,4.4086644999999999e+03,4.4359000000000000e+04,"22223000201","Sopeira","57","0251-2",7.4718784999999999e-01,4.2316118899999999e+01,"Mapa",7.1000000000000000e+02,"MDT5"
"22225000000","1222258","22736","22","Huesca","Tamarite de Litera",3507,1.1057812200000000e+04,7.5500000000000000e+04,"22225000202","Tamarite de Litera","2925","0326-4",4.2208747000000002e-01,4.1870526239999997e+01,"Mapa",3.7100000000000000e+02,"MDT5"
"22226000000","1222261","22740","22","Huesca","Tardienta",973,9.0647188000000006e+03,4.9163000000000000e+04,"22226000101","Tardienta","970","0323-2",-5.3931958000000002e-01,4.1979392969999999e+01,"Mapa",3.8200000000000000e+02,"MDT5"
"22227000000","1222277","22744","22","Huesca","Tella-Sin",231,8.9506214999999993e+03,8.0173000000000000e+04,"22227000201","Lafortunada","111","0179-1",2.2077583000000001e-01,4.2584772880000003e+01,"Mapa",8.0900000000000000e+02,"MDT5"
"22228000000","1222283","22748","22","Huesca","Tierz",754,6.5400390000000004e+02,1.0555000000000000e+04,"22228000101","Tierz","754","0286-1",-3.5353817999999998e-01,4.2132466020000003e+01,"Mapa",4.6600000000000000e+02,"MDT5"
"22229000000","1222296","22752","22","Huesca","Tolva",127,5.8965883999999996e+03,4.5783000000000000e+04,"22229000401","Tolva","73","0289-1",5.6501964000000005e-01,4.2114416630000001e+01,"Mapa",6.9000000000000000e+02,"MDT5"
"22230000000","1222300","22756","22","Huesca","Torla-Ordesa",299,1.8521401999999998e+04,8.7453000000000000e+04,"22230000301","Torla-Ordesa","213","0178-1",-1.1074837000000000e-01,4.2627850250000002e+01,"Mapa",1.0200000000000000e+03,"MDT5"
"22232000000","1222322","22760","22","Huesca","Torralba de Aragón",114,4.0393137000000002e+03,4.0441000000000000e+04,"22232000101","Torralba de Aragón","114","0324-1",-5.1140626000000000e-01,4.1934995530000002e+01,"Mapa",3.9900000000000000e+02,"MDT5"
"22233000000","1222338","22764","22","Huesca","Torre la Ribera",103,3.2060729999999999e+03,2.8827000000000000e+04,"22233000101","Torre la Ribera","10","0213-3",5.2624808000000001e-01,4.2371979549999999e+01,"Mapa",1.0780000000000000e+03,"MDT5"
"22234000000","1222343","22768","22","Huesca","Torrente de Cinca",1132,5.6804121999999998e+03,3.1537000000000000e+04,"22234000101","Torrente de Cinca","1042","0415-2",3.3485785000000001e-01,4.1472837050000003e+01,"Mapa",1.0800000000000000e+02,"MDT5"
"22235000000","1222356","22772","22","Huesca","Torres de Alcanadre",93,1.7633123000000001e+03,2.4446000000000000e+04,"22235000201","Torres de Alcanadre","75","0325-1",-1.1112647000000000e-01,4.1967487810000002e+01,"Mapa",3.9200000000000000e+02,"MDT5"
"22016000000","1220165","22060","22","Huesca","Alcampell",671,5.8001722000000000e+03,6.9642000000000000e+04,"22016000101","Alcampell","657","0326-4",4.3199805000000002e-01,4.1905862360000000e+01,"Mapa",4.9900000000000000e+02,"MDT5"
"22017000000","1220171","22064","22","Huesca","Alcolea de Cinca",1104,8.3240781000000006e+03,4.2802000000000000e+04,"22017000101","Alcolea de Cinca","1058","0357-4",1.1891268000000001e-01,4.1718280999999998e+01,"Mapa",1.8600000000000000e+02,"MDT5"
"22018000000","1220187","22068","22","Huesca","Alcubierre",377,1.1531000000000000e+04,5.2521000000000000e+04,"22018000101","Alcubierre","377","0356-1",-4.5336178999999999e-01,4.1806864740000002e+01,"Mapa",4.6000000000000000e+02,"MDT5"
"22019000000","1220190","22072","22","Huesca","Alerre",200,8.9418619999999999e+02,1.3529000000000000e+04,"22019000101","Alerre","200","0286-1",-4.6301495999999998e-01,4.2162813630000002e+01,"Mapa",5.0400000000000000e+02,"MDT5"
"22020000000","1220204","22076","22","Huesca","Alfántega",135,8.7630980000000000e+02,1.3598000000000000e+04,"22020000101","Alfántega","135","0358-1",1.4736250000000001e-01,4.1828770929999997e+01,"Mapa",2.4800000000000000e+02,"MDT5"
"22021000000","1220211","22080","22","Huesca","Almudévar",2444,2.0148607400000001e+04,7.0621000000000000e+04,"22021000101","Almudévar","2138","0285-4",-5.8093380999999999e-01,4.2044381110000003e+01,"Mapa",4.2600000000000000e+02,"MDT5"
"22022000000","1220226","22084","22","Huesca","Almunia de San Juan",665,3.5657528000000002e+03,3.6903000000000000e+04,"22022000101","Almunia de San Juan","650","0326-1",2.4479460000000000e-01,4.1935661840000002e+01,"Mapa",3.4800000000000000e+02,"MDT5"
"22023000000","1220232","22088","22","Huesca","Almuniente",486,3.7555967000000001e+03,2.9165000000000000e+04,"22023000101","Almuniente","156","0324-1",-4.1021033000000001e-01,4.1949938240000002e+01,"Mapa",3.4400000000000000e+02,"MDT5"
"22024000000","1220247","22092","22","Huesca","Alquézar",304,3.2358757000000001e+03,2.8525000000000000e+04,"22024000101","Alquézar","212","0249-4",2.7736060000000000e-02,4.2172352179999997e+01,"Mapa",6.5700000000000000e+02,"MDT5"
"22025000000","1220250","22100","22","Huesca","Altorricón",1420,3.2411428999999998e+03,2.7872000000000000e+04,"22025000101","Altorricón","1295","0358-2",4.1430272000000001e-01,4.1803562860000000e+01,"Mapa",2.6300000000000000e+02,"MDT5"
"22027000000","1220279","22104","22","Huesca","Angüés",360,5.6510000000000000e+03,5.2829000000000000e+04,"22027000101","Angüés","230","0287-1",-1.5348143000000000e-01,4.2111336819999998e+01,"Mapa",5.4400000000000000e+02,"MDT5"
"22028000000","1220285","22108","22","Huesca","Ansó",411,2.2308000000000000e+04,1.4024100000000000e+05,"22028000101","Ansó","406","0144-1",-8.2888346000000002e-01,4.2754663200000003e+01,"Mapa",8.5800000000000000e+02,"MDT5"
"22029000000","1220298","22112","22","Huesca","Antillón",154,2.2406997000000001e+03,2.0357000000000000e+04,"22029000101","Antillón","154","0287-3",-1.6479389000000000e-01,4.2036638369999999e+01,"Mapa",5.1400000000000000e+02,"MDT5"
"22032000000","1220324","22120","22","Huesca","Aragüés del Puerto",114,6.4442551000000003e+03,4.9249000000000000e+04,"22032000101","Aragüés del Puerto","107","0144-4",-6.7072675000000004e-01,4.2706475699999999e+01,"Mapa",9.7100000000000000e+02,"MDT5"
"22035000000","1220358","22124","22","Huesca","Arén",320,1.1931861100000000e+04,5.7301000000000000e+04,"22035000101","Arén","221","0251-2",7.2091662000000001e-01,4.2258981630000001e+01,"Mapa",7.2400000000000000e+02,"MDT5"
"22036000000","1220361","22128","22","Huesca","Argavieso",100,9.7139250000000004e+02,1.5714000000000000e+04,"22036000101","Argavieso","98","0286-4",-2.7901269000000001e-01,4.2053598500000000e+01,"Mapa",4.8100000000000000e+02,"MDT5"
"22037000000","1220377","22132","22","Huesca","Arguis",122,6.2753134000000000e+03,4.5021000000000000e+04,"22037000101","Arguis","99","0248-1",-4.3895493000000002e-01,4.2314550599999997e+01,"Mapa",1.0380000000000000e+03,"MDT5"
"22039000000","1220396","22140","22","Huesca","Ayerbe",1071,6.3893307999999997e+03,4.3278000000000000e+04,"22039000101","Ayerbe","986","0247-1",-6.8918162000000005e-01,4.2277887399999997e+01,"Mapa",5.8300000000000000e+02,"MDT5"
"22040000000","1220400","22144","22","Huesca","Azanuy-Alins",173,5.1171813000000002e+03,3.7060000000000000e+04,"22040000201","Azanuy","161","0326-1",3.1149582999999997e-01,4.1973744000000003e+01,"Mapa",4.4900000000000000e+02,"MDT5"
"22041000000","1220417","22148","22","Huesca","Azara",180,1.4492082000000000e+03,2.1202000000000000e+04,"22041000101","Azara","178","0287-3",-3.1136990000000000e-02,4.2069096410000000e+01,"Mapa",4.3200000000000000e+02,"MDT5"
"22042000000","1220422","22152","22","Huesca","Azlor",143,1.5887385999999999e+03,1.6903000000000000e+04,"22042000101","Azlor","141","0287-1",-4.4088259999999997e-02,4.2094961079999997e+01,"Mapa",4.9100000000000000e+02,"MDT5"
"22066000000","1220664","22240","22","Huesca","Boltaña",941,1.3945181900000000e+04,8.3909000000000000e+04,"22066000201","Boltaña","798","0211-2",6.7157439999999999e-02,4.2446004559999999e+01,"Mapa",6.4300000000000000e+02,"MDT5"
"22067000000","1220670","22244","22","Huesca","Bonansa",79,3.7291541000000002e+03,3.2863000000000000e+04,"22067000101","Bonansa","64","0213-2",6.6783985000000001e-01,4.2427413540000003e+01,"Mapa",1.2590000000000000e+03,"MDT5"
"22068000000","1220686","22248","22","Huesca","Borau",81,4.1717740999999996e+03,4.7148000000000000e+04,"22068000101","Borau","81","0176-2",-5.8766242000000002e-01,4.2658920750000000e+01,"Mapa",1.0020000000000000e+03,"MDT5"
"22069000000","1220699","22252","22","Huesca","Broto",552,1.2804800499999999e+04,6.4239000000000000e+04,"22069000301","Broto","274","0178-1",-1.2130336999999999e-01,4.2604163579999998e+01,"Mapa",9.0300000000000000e+02,"MDT5"
"22072000000","1220725","22260","22","Huesca","Caldearenas",228,1.9231194899999999e+04,9.5508000000000000e+04,"22072000301","Caldearenas","20","0210-3",-5.0088169000000005e-01,4.2398532809999999e+01,"Mapa",6.4200000000000000e+02,"MDT5"
"22074000000","1220746","22264","22","Huesca","Campo",343,2.2856873999999998e+03,2.2463000000000000e+04,"22074000201","Campo","336","0212-4",3.9709003999999998e-01,4.2409966040000000e+01,"Mapa",6.9100000000000000e+02,"MDT5"
"22075000000","1220759","22268","22","Huesca","Camporrélls",134,2.6710214000000001e+03,2.5693000000000000e+04,"22075000101","Camporrélls","133","0327-1",5.2139895999999997e-01,4.1958584510000001e+01,"Mapa",6.2000000000000000e+02,"MDT5"
"22076000000","1220762","22272","22","Huesca","Canal de Berdún",343,1.3327414500000001e+04,7.8946000000000000e+04,"22076000101","Berdún","211","0175-2",-8.5830786999999997e-01,4.2603384300000002e+01,"Mapa",6.9200000000000000e+02,"MDT5"
"22077000000","1220778","22276","22","Huesca","Candasnos",315,1.2244610900000000e+04,4.6769000000000000e+04,"22077000101","Candasnos","314","0386-4",6.3976469999999994e-02,4.1503370980000000e+01,"Mapa",2.8300000000000000e+02,"MDT5"
"22078000000","1220784","22280","22","Huesca","Canfranc",542,7.1562034999999996e+03,4.5388000000000000e+04,"22078000201","Canfranc-Estación","451","0144-4",-5.2497157999999999e-01,4.2716501510000001e+01,"Mapa",1.0370000000000000e+03,"MDT5"
"22079000000","1220797","22284","22","Huesca","Capdesaso",163,1.7704396999999999e+03,1.6962000000000000e+04,"22079000101","Capdesaso","163","0325-3",-1.8498384000000001e-01,4.1844245749999999e+01,"Mapa",3.1200000000000000e+02,"MDT5"
"22080000000","1220801","22288","22","Huesca","Capella",358,6.0711413000000002e+03,3.9093000000000000e+04,"22080000101","Capella","273","0250-4",3.9621261000000002e-01,4.2196945110000001e+01,"Mapa",5.2300000000000000e+02,"MDT5"
"22081000000","1220818","22292","22","Huesca","Casbas de Huesca",279,1.3269389700000000e+04,7.1520000000000000e+04,"22081000101","Casbas de Huesca","89","0287-1",-1.3942125000000000e-01,4.2155797110000002e+01,"Mapa",5.5900000000000000e+02,"MDT5"
"22082000000","1220823","22304","22","Huesca","Castejón del Puente",326,2.5430295000000001e+03,2.7206000000000000e+04,"22082000102","Castejón del Puente","296","0326-1",1.6159651999999999e-01,4.1962604769999999e+01,"Mapa",3.7000000000000000e+02,"MDT5"
"22083000000","1220839","22296","22","Huesca","Castejón de Monegros",528,1.6532968000000001e+04,7.5311000000000000e+04,"22083000101","Castejón de Monegros","528","0385-2",-2.3978743999999999e-01,4.1617187710000003e+01,"Mapa",4.6700000000000000e+02,"MDT5"
"22084000000","1220844","22300","22","Huesca","Castejón de Sos",738,3.1552727000000000e+03,4.5257000000000000e+04,"22084000101","Castejón de Sos","565","0180-3",4.9333971999999998e-01,4.2513041840000000e+01,"Mapa",9.2300000000000000e+02,"MDT5"
"22085000000","1220857","22308","22","Huesca","Castelflorite",112,3.4761379000000002e+03,2.4366000000000000e+04,"22085000101","Castelflorite","109","0357-1",-2.1477210000000000e-02,4.1803284890000000e+01,"Mapa",3.1200000000000000e+02,"MDT5"
"22086000000","1220860","22312","22","Huesca","Castiello de Jaca",244,1.7311451999999999e+03,2.2481000000000000e+04,"22086000201","Castiello de Jaca","197","0176-2",-5.5005751000000003e-01,4.2631665790000000e+01,"Mapa",9.1400000000000000e+02,"MDT5"
"22087000000","1220876","22316","22","Huesca","Castigaleu",87,2.6528578000000002e+03,2.2870000000000000e+04,"22087000101","Castigaleu","39","0251-3",5.7893017999999996e-01,4.2204208410000000e+01,"Mapa",8.3900000000000000e+02,"MDT5"
"22088000000","1220882","22320","22","Huesca","Castillazuelo",174,1.5324697000000001e+03,1.8139000000000000e+04,"22088000101","Castillazuelo","174","0287-4",6.4500160000000001e-02,4.2068406289999999e+01,"Mapa",3.6700000000000000e+02,"MDT5"
"22122000000","1221225","22416","22","Huesca","Hoz de Jaca",76,1.2452534000000001e+03,1.7091000000000000e+04,"22122000101","Hoz de Jaca","76","0145-4",-3.0716419000000000e-01,4.2690234529999998e+01,"Mapa",1.2660000000000000e+03,"MDT5"
